Expert_review_group	PMID	Citation	Gene	Data_source	Assay_class_summary	Number_var_total	MAVE_DB	PS3_evidence_weighting_Path	BS3_evidence_weighting_ben
ClinGen Cerebral Creatine Deficiency Syndromes Expert Panel	26003046	"Desroches CL, Patel J, Wang P, Minassian B, Marshall CR, Salomons GS, Mercimek-Mahmutoglu S. Carrier frequency of guanidinoacetate methyltransferase deficiency in the general population by functional characterization of missense variants in the GAMT gene. Mol Genet Genomics. 2015 Dec;290(6):2163-71. doi: 10.1007/s00438-015-1067-x. Epub 2015 May 24. PMID: 26003046."	GAMT	GAMT functional studies SVI 01122021	In vitro expression of cDNA constructs in HeLa cells followed by assay of GAMT activity and Western blot 	14	No	supporting	supporting
ClinGen Cerebral Creatine Deficiency Syndromes Expert Panel	26319512	"Mercimek-Mahmutoglu S, Pop A, Kanhai W, Fernandez Ojeda M, Holwerda U, Smith D, Loeber JG, Schielen PC, Salomons GS. A pilot study to estimate incidence of guanidinoacetate methyltransferase deficiency in newborns by direct sequencing of the GAMT gene. Gene. 2016 Jan 1;575(1):127-31. doi: 10.1016/j.gene.2015.08.045. Epub 2015 Aug 28. PMID: 26319512."	GAMT	GAMT functional studies SVI 01122021	In vitro expression of cDNA constructs in GAMT-deficient cell line followed by assay of GAMT activity and Western blot	NA	No	supporting	supporting
ClinGen Rett and Angelman-like Disorders Expert Panel	22460224	"Sepp M, Pruunsild P, Timmusk T. Pitt-Hopkins syndrome-associated mutations in TCF4 lead to variable impairment of the transcription factor function ranging from hypomorphic to dominant-negative effects. Hum Mol Genet. 2012 Jul 1;21(13):2873-88. doi: 10.1093/hmg/dds112. Epub 2012 Mar 28. PMID: 22460224."	TCF4	TCF4 Functional Assays	Subcellular localization assay	9	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	22777675	"Forrest M, Chapman RM, Doyle AM, Tinsley CL, Waite A, Blake DJ. Functional analysis of TCF4 missense mutations that cause Pitt-Hopkins syndrome. Hum Mutat. 2012 Dec;33(12):1676-86. doi: 10.1002/humu.22160. Epub 2012 Jul 27. PMID: 22777675."	TCF4	TCF4 Functional Assays	Subcellular localization assay	NA	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	22777675	"Forrest M, Chapman RM, Doyle AM, Tinsley CL, Waite A, Blake DJ. Functional analysis of TCF4 missense mutations that cause Pitt-Hopkins syndrome. Hum Mutat. 2012 Dec;33(12):1676-86. doi: 10.1002/humu.22160. Epub 2012 Jul 27. PMID: 22777675."	TCF4	TCF4 Functional Assays	Homogenous time-resolved fluorescence assay for measurement of protein-protein interaction	NA	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	17436255	"Zweier C, Peippo MM, Hoyer J, Sousa S, Bottani A, Clayton-Smith J, Reardon W, Saraiva J, Cabral A, Gohring I, Devriendt K, de Ravel T, Bijlsma EK, Hennekam RC, Orrico A, Cohen M, Dreweke A, Reis A, Nurnberg P, Rauch A. Haploinsufficiency of TCF4 causes syndromal mental retardation with intermittent hyperventilation (Pitt-Hopkins syndrome). Am J Hum Genet. 2007 May;80(5):994-1001. doi: 10.1086/515583. Epub 2007 Mar 23. PMID: 17436255; PMCID: PMC1852727."	TCF4	TCF4 Functional Assays	Luciferase assay for measurement of transcriptional activity	3	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	19235238	"de Pontual L, Mathieu Y, Golzio C, Rio M, Malan V, Boddaert N, Soufflet C, Picard C, Durandy A, Dobbie A, Heron D, Isidor B, Motte J, Newburry-Ecob R, Pasquier L, Tardieu M, Viot G, Jaubert F, Munnich A, Colleaux L, Vekemans M, Etchevers H, Lyonnet S, Amiel J. Mutational, functional, and expression studies of the TCF4 gene in Pitt-Hopkins syndrome. Hum Mutat. 2009 Apr;30(4):669-76. doi: 10.1002/humu.20935. PMID: 19235238."	TCF4	TCF4 Functional Assays	Luciferase assay for measurement of transcriptional activity	13	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	22460224	"Sepp M, Pruunsild P, Timmusk T. Pitt-Hopkins syndrome-associated mutations in TCF4 lead to variable impairment of the transcription factor function ranging from hypomorphic to dominant-negative effects. Hum Mol Genet. 2012 Jul 1;21(13):2873-88. doi: 10.1093/hmg/dds112. Epub 2012 Mar 28. PMID: 22460224."	TCF4	TCF4 Functional Assays	Luciferase assay for measurement of transcriptional activity	7	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	22777675	"Forrest M, Chapman RM, Doyle AM, Tinsley CL, Waite A, Blake DJ. Functional analysis of TCF4 missense mutations that cause Pitt-Hopkins syndrome. Hum Mutat. 2012 Dec;33(12):1676-86. doi: 10.1002/humu.22160. Epub 2012 Jul 27. PMID: 22777675."	TCF4	TCF4 Functional Assays	Luciferase assay for measurement of transcriptional activity	NA	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	22460224	"Sepp M, Pruunsild P, Timmusk T. Pitt-Hopkins syndrome-associated mutations in TCF4 lead to variable impairment of the transcription factor function ranging from hypomorphic to dominant-negative effects. Hum Mol Genet. 2012 Jul 1;21(13):2873-88. doi: 10.1093/hmg/dds112. Epub 2012 Mar 28. PMID: 22460224."	TCF4	TCF4 Functional Assays	Electrophoretic mobility shift assay (EMSA)	9	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	22460224	"Sepp M, Pruunsild P, Timmusk T. Pitt-Hopkins syndrome-associated mutations in TCF4 lead to variable impairment of the transcription factor function ranging from hypomorphic to dominant-negative effects. Hum Mol Genet. 2012 Jul 1;21(13):2873-88. doi: 10.1093/hmg/dds112. Epub 2012 Mar 28. PMID: 22460224."	TCF4	TCF4 Functional Assays	Western blot	9	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	22460224	"Sepp M, Pruunsild P, Timmusk T. Pitt-Hopkins syndrome-associated mutations in TCF4 lead to variable impairment of the transcription factor function ranging from hypomorphic to dominant-negative effects. Hum Mol Genet. 2012 Jul 1;21(13):2873-88. doi: 10.1093/hmg/dds112. Epub 2012 Mar 28. PMID: 22460224."	TCF4	TCF4 Functional Assays	Co-fractionation	9	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	16935860	"Bertani I, Rusconi L, Bolognese F, Forlani G, Conca B, De Monte L, Badaracco G, Landsberger N, Kilstrup-Nielsen C. Functional consequences of mutations in CDKL5, an X-linked gene involved in infantile spasms and mental retardation. J Biol Chem. 2006 Oct 20;281(42):32048-56. doi: 10.1074/jbc.M606325200. Epub 2006 Aug 24. PMID: 16935860."	CDKL5	CDKL5 Functional Assays	In vitro autophosphorylation assays	12	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	16935860	"Bertani I, Rusconi L, Bolognese F, Forlani G, Conca B, De Monte L, Badaracco G, Landsberger N, Kilstrup-Nielsen C. Functional consequences of mutations in CDKL5, an X-linked gene involved in infantile spasms and mental retardation. J Biol Chem. 2006 Oct 20;281(42):32048-56. doi: 10.1074/jbc.M606325200. Epub 2006 Aug 24. PMID: 16935860."	CDKL5	CDKL5 Functional Assays	In vitro phosphorylation - TEY assay	12	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	16935860	"Bertani I, Rusconi L, Bolognese F, Forlani G, Conca B, De Monte L, Badaracco G, Landsberger N, Kilstrup-Nielsen C. Functional consequences of mutations in CDKL5, an X-linked gene involved in infantile spasms and mental retardation. J Biol Chem. 2006 Oct 20;281(42):32048-56. doi: 10.1074/jbc.M606325200. Epub 2006 Aug 24. PMID: 16935860."	CDKL5	CDKL5 Functional Assays	Subcellular localization assay	12	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	27265524	"Christianto A, Katayama S, Kameshita I, Inazu T. A novel CDKL5 mutation in a Japanese patient with atypical Rett syndrome. Clin Chim Acta. 2016 Aug 1;459:132-136. doi: 10.1016/j.cca.2016.06.003. Epub 2016 Jun 2. PMID: 27265524."	CDKL5	CDKL5 Functional Assays	In vitro kinase assay	1	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	21280142	"Le Guen T, Fichou Y, Nectoux J, Bahi-Buisson N, Rivier F, Boddaert N, Diebold B, Héron D, Chelly J, Bienvenu T. A missense mutation within the fork-head domain of the forkhead box G1 Gene (FOXG1) affects its nuclear localization. Hum Mutat. 2011 Feb;32(2):E2026-35. doi: 10.1002/humu.21422. Epub 2010 Dec 7. PMID: 21280142."	FOXG1	FOXG1 Functional Assays	Subcellular localization	2	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	22091895	"De Filippis R, Pancrazi L, Bjørgo K, Rosseto A, Kleefstra T, Grillo E, Panighini A, Cardarelli F, Meloni I, Ariani F, Mencarelli MA, Hayek J, Renieri A, Costa M, Mari F. Expanding the phenotype associated with FOXG1 mutations and in vivo FoxG1 chromatin-binding dynamics. Clin Genet. 2012 Oct;82(4):395-403. doi: 10.1111/j.1399-0004.2011.01810.x. Epub 2011 Dec 13. PMID: 22091895."	FOXG1	FOXG1 Functional Assays	Subcellular localization	NA	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	21280142	"Le Guen T, Fichou Y, Nectoux J, Bahi-Buisson N, Rivier F, Boddaert N, Diebold B, Héron D, Chelly J, Bienvenu T. A missense mutation within the fork-head domain of the forkhead box G1 Gene (FOXG1) affects its nuclear localization. Hum Mutat. 2011 Feb;32(2):E2026-35. doi: 10.1002/humu.21422. Epub 2010 Dec 7. PMID: 21280142."	FOXG1	FOXG1 Functional Assays	CDKN1A expression	1	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	22091895	"De Filippis R, Pancrazi L, Bjørgo K, Rosseto A, Kleefstra T, Grillo E, Panighini A, Cardarelli F, Meloni I, Ariani F, Mencarelli MA, Hayek J, Renieri A, Costa M, Mari F. Expanding the phenotype associated with FOXG1 mutations and in vivo FoxG1 chromatin-binding dynamics. Clin Genet. 2012 Oct;82(4):395-403. doi: 10.1111/j.1399-0004.2011.01810.x. Epub 2011 Dec 13. PMID: 22091895."	FOXG1	FOXG1 Functional Assays	Chromatin localization	NA	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	22091895	"De Filippis R, Pancrazi L, Bjørgo K, Rosseto A, Kleefstra T, Grillo E, Panighini A, Cardarelli F, Meloni I, Ariani F, Mencarelli MA, Hayek J, Renieri A, Costa M, Mari F. Expanding the phenotype associated with FOXG1 mutations and in vivo FoxG1 chromatin-binding dynamics. Clin Genet. 2012 Oct;82(4):395-403. doi: 10.1111/j.1399-0004.2011.01810.x. Epub 2011 Dec 13. PMID: 22091895."	FOXG1	FOXG1 Functional Assays	Stability of chromatin binding	NA	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	27929079	"Sheikh TI, Ausió J, Faghfoury H, Silver J, Lane JB, Eubanks JH, MacLeod P, Percy AK, Vincent JB. From Function to Phenotype: Impaired DNA Binding and Clustering Correlates with Clinical Severity in Males with Missense Mutations in MECP2. Sci Rep. 2016 Dec 8;6:38590. doi: 10.1038/srep38590. PMID: 27929079; PMCID: PMC5144150."	MECP2	MECP2 Functional Assays	MECP2 chromatin binding assay	10	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	23770565	"Lyst MJ, Ekiert R, Ebert DH, Merusi C, Nowak J, Selfridge J, Guy J, Kastan NR, Robinson ND, de Lima Alves F, Rappsilber J, Greenberg ME, Bird A. Rett syndrome mutations abolish the interaction of MeCP2 with the NCoR/SMRT co-repressor. Nat Neurosci. 2013 Jul;16(7):898-902. doi: 10.1038/nn.3434. Epub 2013 Jun 16. PMID: 23770565; PMCID: PMC3786392."	MECP2	MECP2 Functional Assays	MECP2 chromatin binding assay	4	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	29718204	"Guy J, Alexander-Howden B, FitzPatrick L, DeSousa D, Koerner MV, Selfridge J, Bird A. A mutation-led search for novel functional domains in MeCP2. Hum Mol Genet. 2018 Jul 15;27(14):2531-2545. doi: 10.1093/hmg/ddy159. PMID: 29718204; PMCID: PMC6030874."	MECP2	MECP2 Functional Assays	MECP2 chromatin binding assay	4	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	29718204	"Guy J, Alexander-Howden B, FitzPatrick L, DeSousa D, Koerner MV, Selfridge J, Bird A. A mutation-led search for novel functional domains in MeCP2. Hum Mol Genet. 2018 Jul 15;27(14):2531-2545. doi: 10.1093/hmg/ddy159. PMID: 29718204; PMCID: PMC6030874."	MECP2	MECP2 Functional Assays	MECP2 in vitro binding assay	7	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	23770565	"Lyst MJ, Ekiert R, Ebert DH, Merusi C, Nowak J, Selfridge J, Guy J, Kastan NR, Robinson ND, de Lima Alves F, Rappsilber J, Greenberg ME, Bird A. Rett syndrome mutations abolish the interaction of MeCP2 with the NCoR/SMRT co-repressor. Nat Neurosci. 2013 Jul;16(7):898-902. doi: 10.1038/nn.3434. Epub 2013 Jun 16. PMID: 23770565; PMCID: PMC3786392."	MECP2	MECP2 Functional Assays	MECP2 in vitro binding assay	4	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	23452848	"Baker SA, Chen L, Wilkins AD, Yu P, Lichtarge O, Zoghbi HY. An AT-hook domain in MeCP2 determines the clinical course of Rett syndrome and related disorders. Cell. 2013 Feb 28;152(5):984-96. doi: 10.1016/j.cell.2013.01.038. PMID: 23452848; PMCID: PMC3641682."	MECP2	MECP2 Functional Assays	In vitro transcription repression assay	2	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	15263005	"Cooper EM, Hudson AW, Amos J, Wagstaff J, Howley PM. Biochemical analysis of Angelman syndrome-associated mutations in the E3 ubiquitin ligase E6-associated protein. J Biol Chem. 2004 Sep 24;279(39):41208-17. doi: 10.1074/jbc.M401302200. Epub 2004 Jul 19. PMID: 15263005."	UBE3A	UBE3A Functional Assays	E3 ubiquitin ligase activity	9	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	26255772	"Yi JJ, Berrios J, Newbern JM, Snider WD, Philpot BD, Hahn KM, Zylka MJ. An Autism-Linked Mutation Disables Phosphorylation Control of UBE3A. Cell. 2015 Aug 13;162(4):795-807. doi: 10.1016/j.cell.2015.06.045. Epub 2015 Aug 6. PMID: 26255772; PMCID: PMC4537845."	UBE3A	UBE3A Functional Assays	E3 ubiquitin ligase activity	16	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	26255772	"Yi JJ, Berrios J, Newbern JM, Snider WD, Philpot BD, Hahn KM, Zylka MJ. An Autism-Linked Mutation Disables Phosphorylation Control of UBE3A. Cell. 2015 Aug 13;162(4):795-807. doi: 10.1016/j.cell.2015.06.045. Epub 2015 Aug 6. PMID: 26255772; PMCID: PMC4537845."	UBE3A	UBE3A Functional Assays	UBE3A protein expression 	19	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	33607653	"Bossuyt SNV, Punt AM, de Graaf IJ, van den Burg J, Williams MG, Heussler H, Elgersma Y, Distel B. Loss of nuclear UBE3A activity is the predominant cause of Angelman syndrome in individuals carrying UBE3A missense mutations. Hum Mol Genet. 2021 Apr 30;30(6):430-442. doi: 10.1093/hmg/ddab050. PMID: 33607653; PMCID: PMC8101352."	UBE3A	UBE3A Functional Assays	UBE3A nuclear localization	31	No	supporting	none
ClinGen Rett and Angelman-like Disorders Expert Panel	31235931	"Avagliano Trezza R, Sonzogni M, Bossuyt SNV, Zampeta FI, Punt AM, van den Berg M, Rotaru DC, Koene LMC, Munshi ST, Stedehouder J, Kros JM, Williams M, Heussler H, de Vrij FMS, Mientjes EJ, van Woerden GM, Kushner SA, Distel B, Elgersma Y. Loss of nuclear UBE3A causes electrophysiological and behavioral deficits in mice and is associated with Angelman syndrome. Nat Neurosci. 2019 Aug;22(8):1235-1247. doi: 10.1038/s41593-019-0425-0. Epub 2019 Jun 24. PMID: 31235931."	UBE3A	UBE3A Functional Assays	UBE3A subcellular localization	NA	No	strong and supporting	strong
ClinGen Coagulation Factor Deficiency Expert Panel	9864159	"Pipe SW, Eickhorst AN, McKinley SH, Saenko EL, Kaufman RJ. Mild hemophilia A caused by increased rate of factor VIII A2 subunit dissociation: evidence for nonproteolytic inactivation of factor VIIIa in vivo. Blood. 1999 Jan 1;93(1):176-83. PMID: 9864159."	F8	F8 Approved Functional Assays	One-stage clotting assay	1	No	strong	strong
ClinGen Coagulation Factor Deficiency Expert Panel	30997536	"Pezeshkpoor B, Gazorpak M, Berkemeier AC, Singer H, Pavlova A, Biswas A, Oldenburg J. In silico and in vitro evaluation of the impact of mutations in non-severe haemophilia A patients on assay discrepancies. Ann Hematol. 2019 Aug;98(8):1855-1865. doi: 10.1007/s00277-019-03691-1. Epub 2019 Apr 17. PMID: 30997536."	F8	F8 Approved Functional Assays	One-stage clotting assay	23	No	strong	strong
ClinGen Coagulation Factor Deficiency Expert Panel	25708597	"Roualdes O, Nougier C, Fretigny M, Talagrand E, Durand B, Negrier C, Vinciguerra C. Usefulness of an in vitro cellular expression model for haemophilia A carrier diagnosis: illustration with five novel mutations in the F8 gene in women with isolated factor VIII:C deficiency. Haemophilia. 2015 May;21(3):e202-e209. doi: 10.1111/hae.12651. Epub 2015 Feb 24. PMID: 25708597."	F8	F8 Approved Functional Assays	One-stage clotting assay	5	No	strong	strong
ClinGen Coagulation Factor Deficiency Expert Panel	9864159	"Pipe SW, Eickhorst AN, McKinley SH, Saenko EL, Kaufman RJ. Mild hemophilia A caused by increased rate of factor VIII A2 subunit dissociation: evidence for nonproteolytic inactivation of factor VIIIa in vivo. Blood. 1999 Jan 1;93(1):176-83. PMID: 9864159."	F8	F8 Approved Functional Assays	Two-stage chromogenic assay (modified two-stage assay using the COAMATIC chromogenic assay according to the manufacturer’s instructions.)	6	No	strong	strong
ClinGen Coagulation Factor Deficiency Expert Panel	30997536	"Pezeshkpoor B, Gazorpak M, Berkemeier AC, Singer H, Pavlova A, Biswas A, Oldenburg J. In silico and in vitro evaluation of the impact of mutations in non-severe haemophilia A patients on assay discrepancies. Ann Hematol. 2019 Aug;98(8):1855-1865. doi: 10.1007/s00277-019-03691-1. Epub 2019 Apr 17. PMID: 30997536."	F8	F8 Approved Functional Assays	Two-stage chromogenic assay	23	No	strong	strong
ClinGen Coagulation Factor Deficiency Expert Panel	25708597	"Roualdes O, Nougier C, Fretigny M, Talagrand E, Durand B, Negrier C, Vinciguerra C. Usefulness of an in vitro cellular expression model for haemophilia A carrier diagnosis: illustration with five novel mutations in the F8 gene in women with isolated factor VIII:C deficiency. Haemophilia. 2015 May;21(3):e202-e209. doi: 10.1111/hae.12651. Epub 2015 Feb 24. PMID: 25708597."	F8	F8 Approved Functional Assays	ELISA assay 	5	No	supporting	supporting
ClinGen Coagulation Factor Deficiency Expert Panel	26915717	"Jourdy Y, Nougier C, Roualdes O, Fretigny M, Durand B, Negrier C, Vinciguerra C. Characterization of five associations of F8 missense mutations containing FVIII B domain mutations. Haemophilia. 2016 Jul;22(4):583-9. doi: 10.1111/hae.12906. Epub 2016 Feb 25. PMID: 26915717."	F8	F8 Approved Functional Assays	FVIII antigen (FVIII:Ag) quantification via ELISA	5	No	supporting	supporting
ClinGen ACADVL Expert Panel	30194637	"Hesse J, Braun C, Behringer S, Matysiak U, Spiekerkoetter U, Tucci S. The diagnostic challenge in very-long chain acyl-CoA dehydrogenase deficiency (VLCADD). J Inherit Metab Dis. 2018 Nov;41(6):1169-1178. doi: 10.1007/s10545-018-0245-5. Epub 2018 Sep 7. PMID: 30194637."	ACADVL	PS3 code text in CSpecs	Enzyme testing of VLCAD activity	403	No	strong	strong
ClinGen VHL Expert Panel	15611064	"Miller F, Kentsis A, Osman R, Pan ZQ. Inactivation of VHL by tumorigenic mutations that disrupt dynamic coupling of the pVHL.hypoxia-inducible transcription factor-1alpha complex. J Biol Chem. 2005 Mar 4;280(9):7985-96. doi: 10.1074/jbc.M413160200. Epub 2004 Dec 20. PMID: 15611064."	VHL	Functional Assay Documentation - Within Other representative PMIDs with HIF1/2 a degredation assays in template 	HIF1/2 a degradation assay	10	No	supporting	supporting
ClinGen VHL Expert Panel	19030229	"Hacker KE, Lee CM, Rathmell WK. VHL type 2B mutations retain VBC complex form and function. PLoS One. 2008;3(11):e3801. doi: 10.1371/journal.pone.0003801. Epub 2008 Nov 25. PMID: 19030229; PMCID: PMC2583047."	VHL	Functional Assay Documentation - Within Other representative PMIDs with HIF1/2 a degredation assays in template 	HIF1/2 a degradation assay	5	No	supporting	supporting
ClinGen VHL Expert Panel	15574766	"Rathmell WK, Hickey MM, Bezman NA, Chmielecki CA, Carraway NC, Simon MC. In vitro and in vivo models analyzing von Hippel-Lindau disease-specific mutations. Cancer Res. 2004 Dec 1;64(23):8595-603. doi: 10.1158/0008-5472.CAN-04-1430. PMID: 15574766."	VHL	Functional Assay Documentation - Within Other representative PMIDs with HIF1/2 a degredation assays in template 	HIF1/2 a degradation assay	4	No	supporting	supporting
ClinGen VHL Expert Panel	19602254	"Bangiyeva V, Rosenbloom A, Alexander AE, Isanova B, Popko T, Schoenfeld AR. Differences in regulation of tight junctions and cell morphology between VHL mutations from disease subtypes. BMC Cancer. 2009 Jul 14;9:229. doi: 10.1186/1471-2407-9-229. PMID: 19602254; PMCID: PMC2722669."	VHL	Functional Assay Documentation - Within Other representative PMIDs with HIF1/2 a degredation assays in template 	HIF1/2 a degradation assay	14	No	supporting	supporting
ClinGen VHL Expert Panel	21715564	"Rechsteiner MP, von Teichman A, Nowicka A, Sulser T, Schraml P, Moch H. VHL gene mutations and their effects on hypoxia inducible factor HIFα: identification of potential driver and passenger mutations. Cancer Res. 2011 Aug 15;71(16):5500-11. doi: 10.1158/0008-5472.CAN-11-0757. Epub 2011 Jun 29. PMID: 21715564."	VHL	Functional Assay Documentation	Protein stability assay	NA	No	supporting	none
ClinGen VHL Expert Panel	11331613	"Clifford SC, Cockman ME, Smallwood AC, Mole DR, Woodward ER, Maxwell PH, Ratcliffe PJ, Maher ER. Contrasting effects on HIF-1alpha regulation by disease-causing pVHL mutations correlate with patterns of tumourigenesis in von Hippel-Lindau disease. Hum Mol Genet. 2001 May 1;10(10):1029-38. doi: 10.1093/hmg/10.10.1029. Erratum in: Hum Mol Genet. 2021 May 28;30(9):844-845. PMID: 11331613."	VHL	Functional Assay Documentation	In vitro HIF-alpha binding and ubiquitylation	13	No	supporting	none
ClinGen VHL Expert Panel	11331612	"Hoffman MA, Ohh M, Yang H, Klco JM, Ivan M, Kaelin WG Jr. von Hippel-Lindau protein mutants linked to type 2C VHL disease preserve the ability to downregulate HIF. Hum Mol Genet. 2001 May 1;10(10):1019-27. doi: 10.1093/hmg/10.10.1019. PMID: 11331612."	VHL	Functional Assay Documentation	Immunoprecipitation and immunoblot analysis assessing VHL complex (VCB/VBC) binding fibronectin. 	5	No	supporting	none
ClinGen VHL Expert Panel	11331612	"Hoffman MA, Ohh M, Yang H, Klco JM, Ivan M, Kaelin WG Jr. von Hippel-Lindau protein mutants linked to type 2C VHL disease preserve the ability to downregulate HIF. Hum Mol Genet. 2001 May 1;10(10):1019-27. doi: 10.1093/hmg/10.10.1019. PMID: 11331612."	VHL	Functional Assay Documentation	ELISA assay 	5	No	supporting	none
ClinGen VHL Expert Panel	11331612	"Hoffman MA, Ohh M, Yang H, Klco JM, Ivan M, Kaelin WG Jr. von Hippel-Lindau protein mutants linked to type 2C VHL disease preserve the ability to downregulate HIF. Hum Mol Genet. 2001 May 1;10(10):1019-27. doi: 10.1093/hmg/10.10.1019. PMID: 11331612."	VHL	Functional Assay Documentation	Immunofluorescence to assess Fibronectin deposition in extracellular matrix 	5	No	supporting	none
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	22192717	"Damjanovich K, Langa C, Blanco FJ, McDonald J, Botella LM, Bernabeu C, Wooderchak-Donahue W, Stevenson DA, Bayrak-Toydemir P. 5'UTR mutations of ENG cause hereditary hemorrhagic telangiectasia. Orphanet J Rare Dis. 2011 Dec 22;6:85. doi: 10.1186/1750-1172-6-85. PMID: 22192717; PMCID: PMC3277489."	ENG	HTT_Functional-Assays 	mRNA expression assay 	3	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	21967607	"Kim MJ, Kim ST, Lee HD, Lee KY, Seo J, Lee JB, Lee YJ, Oh SP. Clinical and genetic analyses of three Korean families with hereditary hemorrhagic telangiectasia. BMC Med Genet. 2011 Oct 3;12:130. doi: 10.1186/1471-2350-12-130. PMID: 21967607; PMCID: PMC3202234."	ENG	HTT_Functional-Assays 	mRNA expression assay 	NA	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	16690726	"Prigoda NL, Savas S, Abdalla SA, Piovesan B, Rushlow D, Vandezande K, Zhang E, Ozcelik H, Gallie BL, Letarte M. Hereditary haemorrhagic telangiectasia: mutation detection, test sensitivity and novel mutations. J Med Genet. 2006 Sep;43(9):722-8. doi: 10.1136/jmg.2006.042606. Epub 2006 May 11. PMID: 16690726; PMCID: PMC2564570."	ENG	HTT_Functional-Assays 	mRNA expression assay	16	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	9366572	"Pece N, Vera S, Cymerman U, White RI Jr, Wrana JL, Letarte M. Mutant endoglin in hereditary hemorrhagic telangiectasia type 1 is transiently expressed intracellularly and is not a dominant negative. J Clin Invest. 1997 Nov 15;100(10):2568-79. doi: 10.1172/JCI119800. PMID: 9366572; PMCID: PMC508458."	ENG	HTT_Functional-Assays 	mRNA expression assay 	6	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	9245986	"Shovlin CL, Hughes JM, Scott J, Seidman CE, Seidman JG. Characterization of endoglin and identification of novel mutations in hereditary hemorrhagic telangiectasia. Am J Hum Genet. 1997 Jul;61(1):68-79. doi: 10.1086/513906. PMID: 9245986; PMCID: PMC1715873."	ENG	HTT_Functional-Assays 	mRNA expression assay	10	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	16690726	"Prigoda NL, Savas S, Abdalla SA, Piovesan B, Rushlow D, Vandezande K, Zhang E, Ozcelik H, Gallie BL, Letarte M. Hereditary haemorrhagic telangiectasia: mutation detection, test sensitivity and novel mutations. J Med Genet. 2006 Sep;43(9):722-8. doi: 10.1136/jmg.2006.042606. Epub 2006 May 11. PMID: 16690726; PMCID: PMC2564570."	ENG	HTT_Functional-Assays 	Protein expression assay 	41	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	9366572	"Pece N, Vera S, Cymerman U, White RI Jr, Wrana JL, Letarte M. Mutant endoglin in hereditary hemorrhagic telangiectasia type 1 is transiently expressed intracellularly and is not a dominant negative. J Clin Invest. 1997 Nov 15;100(10):2568-79. doi: 10.1172/JCI119800. PMID: 9366572; PMCID: PMC508458."	ENG	HTT_Functional-Assays 	Protein expression assay	NA	No	supporting	supporting
ClinGen Hereditary Hemorrhagic Telangiectasia Expert Panel	9366572	"Pece N, Vera S, Cymerman U, White RI Jr, Wrana JL, Letarte M. Mutant endoglin in hereditary hemorrhagic telangiectasia type 1 is transiently expressed intracellularly and is not a dominant negative. J Clin Invest. 1997 Nov 15;100(10):2568-79. doi: 10.1172/JCI119800. PMID: 9366572; PMCID: PMC508458."	ENG	HTT_Functional-Assays 	Protein expression assay 	NA	No	supporting	supporting
